火星救援,2015,8.5,665407
阿飞正传,1990,8.5,471226
再次出发之纽约遇见你,2013,8.6,400044
谍影重重,2002,8.6,395348
千年女优,2001,8.8,235787
海洋,2009,9.1,150890
朗读者,2008,8.6,431795
穿越时空的少女,2006,8.6,359198
香水,2006,8.5,513983
地球上的星星,2007,8.9,191944
我爱你,2011,9.1,154531
完美陌生人,2016,8.5,495529
花束般的恋爱,2021,8.6,479526
弱点,2009,8.7,269714
哈利·波特与死亡圣器(上),2010,8.5,507251
